candidate_id,candidate_name,constituency,district,party,s_o_d_o_w_o,age_detail,voter_enrolled,self_profession,spouse_profession,education_full,assets_total_inr,liabilities_total_inr,num_criminal_cases,education_summary,age_summary,criminal_cases_summary,total_assets_summary,liabilities_summary,candidate_url
3335,R.Rajkumar,PALLAVARAM,MADURANTAKAM (SC),All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Ramayan,56,"30 Pallavarm constituency, at Serial no 15 in Part no 456",Real Estate,Housewife,,,,0,Literate,56,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3335
3343,Rajesh T R,PALLAVARAM,MADURANTAKAM (SC),IND,"Mr. Rajendran,",33,"30 - Pallavaram constituency, at Serial no 93 in Part no 114",Advocate.,Home Maker,,,,0,Graduate Professional,33,0,"Rs 17,35,970 ~ 17 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3343
3333,S.Rahamathulla,PALLAVARAM,MADURANTAKAM (SC),Tamizhaga Vaazhvurimai Katchi,Mohammed Sadiq Basha,36,"30 Pallavarm constituency, at Serial no 412 in Part no 396",Self Employed,NIL,,,,1,Others,36,1,"Rs 23,06,500 ~ 23 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3333
3339,S.Sundaramoorthy Pandiyar,PALLAVARAM,MADURANTAKAM (SC),IND,Sambandam Pandiyur,61,"Pallavaram constituency, at Serial no 662 in Part no 384",Vechile Driver,House Wife,,,,0,12th Pass,61,0,"Rs 11,35,115 ~ 11 Lacs+","Rs 3,01,000 ~ 3 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3339
3344,S.Vetri Vel,PALLAVARAM,MADURANTAKAM (SC),IND,Senthil Kumar,30,"Chengalpattu constituency, at Serial no 312 in Part no 116",Private Company,NIL,,,,0,Others,30,0,"Rs 5,06,900 ~ 5 Lacs+","Rs 21,500 ~ 21 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3344
3329,T.Amirtha Kanthan,PALLAVARAM,MADURANTAKAM (SC),Naam Indiar Party,Thangapandi,44,"214 Thoothukudi constituency, at Serial no 90 in Part no 96",Self Employed,Housewife,,,,0,Others,44,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3329
755,V.Venkatesan,PALLAVARAM,MADURANTAKAM (SC),AIADMK,Mr. S. Vadivel,54,"Maduravoyal constituency, at Serial no 661 in Part no 348","Advocate, Director-Maga Star Solutions Pvt Ltd., & Chaze Technologies Pvt Ltd",Director-Maga Star Solutions Pvt Ltd,,,,0,Doctorate,54,0,"Rs 66,04,36,508 ~ 66 Crore+","Rs 9,15,16,760 ~ 9 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=755
1675,A.Mohammed Gani,SHOLINGANALLUR,PALLAVARAM,IND,Abdul Kadhar,45,"Sholinagnallur constituency, at Serial no 136 in Part no 633",Wages,Housewife,,,,0,8th Pass,45,0,"Rs 2,15,219 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1675
1671,Chandrasekaran,SHOLINGANALLUR,PALLAVARAM,IND,Egambaram,41,"027 Sholinganallur constituency, at Serial no 725 in Part no 102",Wage Employment,Housewife,,,,0,Graduate Professional,41,0,"Rs 1,08,100 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1671
1673,D. Srinivasan,SHOLINGANALLUR,PALLAVARAM,IND,Mr. Dayalan,46,"027 Sholinganallur constituency, at Serial no 356 in Part no 146",Wages,House wife,,,,0,12th Pass,46,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1673
1677,E. Murali B.A,SHOLINGANALLUR,PALLAVARAM,IND,Mr. S. Ethiraj,48,"27 Sholinganallur constituency, at Serial no 39 in Part no 146",Kadal Alai Owner And Journalist,House wife,,,,0,Graduate,48,0,"Rs 34,67,000 ~ 34 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1677
1681,E. Vijay,SHOLINGANALLUR,PALLAVARAM,IND,Mr. Ekanathan,31,"027 Sholinganallur constituency, at Serial no 136 in Part no 633",Labor,House Wife,,,,0,Others,31,0,"Rs 3,41,000 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1681
851,Ecr P Saravanan,SHOLINGANALLUR,PALLAVARAM,Tamilaga Vettri Kazhagam,Palani,45,"27 - Sholinganallur constituency, at Serial no 345 in Part no 388",Business - Banners and Design,House Wife,,,,3,5th Pass,45,3,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=851
1682,Farmer Jayaraman S K J,SHOLINGANALLUR,PALLAVARAM,IND,Kanjamalai,50,"027 Sholinganallur constituency, at Serial no 249 in Part no 331","Farming, Real Estate Business , Journalist",Private School Teacher,,,,0,12th Pass,50,0,"Rs 4,77,73,857 ~ 4 Crore+","Rs 1,43,21,200 ~ 1 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1682
1672,G Suresh Kumar,SHOLINGANALLUR,PALLAVARAM,IND,K Ganesan,39,"23 Saidapet constituency, at Serial no 515 in Part no 150",Advocate,Nil,,,,0,Post Graduate,39,0,"Rs 33,06,000 ~ 33 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1672
1665,K. Vishwanathan,SHOLINGANALLUR,PALLAVARAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Kanniappan,40,"27 Sholinganallur constituency, at Serial no 49 in Part no 676",Jewelry Business,House Wife,,,,0,Post Graduate,40,0,"Rs 12,25,000 ~ 12 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1665
1241,K.P.Kandan,SHOLINGANALLUR,PALLAVARAM,AIADMK,Ponnusamy,63,"27. Sholinganallur constituency, at Serial no 311 in Part no 193",Real Estate and Agriculture,House Wife,,,,5,8th Pass,63,5,"Rs 75,40,87,124 ~ 75 Crore+","Rs 15,00,00,000 ~ 15 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1241
1662,M. Alexandar,SHOLINGANALLUR,PALLAVARAM,Naam Indiar Party,A.M. Manoharan,43,"28 Alandur constituency, at Serial no 702 in Part no 198",Self Employment,Nil,,,,0,Graduate,43,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1662
1663,M. Christhu Dass,SHOLINGANALLUR,PALLAVARAM,Dravida Jananayaga Makkal Katchi,Mariyadass,48,"27 Sholinganallur constituency, at Serial no 399 in Part no 131","Lawyer, Social Worker",House Wife,,,,0,Graduate Professional,48,0,"Rs 37,52,000 ~ 37 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1663
1664,M.G.Ramu,SHOLINGANALLUR,PALLAVARAM,Jebamani Janata,M. Ganesh,59,"27 Sholinganallur constituency, at Serial no 467 in Part no 180",Daily Wages,House Wife,,,,0,10th Pass,59,0,"Rs 7,24,000 ~ 7 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1664
1676,Mutharasan,SHOLINGANALLUR,PALLAVARAM,IND,Mr. Dikeshwaran,39,"027 Sholinganallur constituency, at Serial no 136 in Part no 633",Spouse Profession:,Print Profile,,,,0,Graduate Professional,39,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1676
1674,N.Prashantha Rao,SHOLINGANALLUR,PALLAVARAM,IND,N. Sambasiva Rao,33,"25 MYLAPORE constituency, at Serial no 365 in Part no 119",Advocate,Nil,,,,0,Others,33,0,"Rs 12,83,419 ~ 12 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1674
1670,P.Chandra Kanth,SHOLINGANALLUR,PALLAVARAM,IND,Mr. P. Parthasarathy,32,"027-Sholinganallur constituency, at Serial no 581 in Part no 255",Property Developper,Dentist,,,,0,Post Graduate,32,0,"Rs 2,73,98,980 ~ 2 Crore+","Rs 99,97,859 ~ 99 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1670
1666,R Ravichandran,SHOLINGANALLUR,PALLAVARAM,IND,Radhakrishnan,60,"Sholinganallur constituency, at Serial no 0 in Part no 0",Auto Driver,NIL,,,,0,8th Pass,60,0,"Rs 44,25,000 ~ 44 Lacs+","Rs 4,00,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1666
1678,R.Yogeshwaran,SHOLINGANALLUR,PALLAVARAM,IND,S Rajendran,35,"27 Shonliganallur constituency, at Serial no 465 in Part no 225",Auto Driver,NA,,,,0,12th Pass,35,0,"Rs 3,17,134 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1678
1680,Rajesh,SHOLINGANALLUR,PALLAVARAM,IND,Baskaran,26,"27 Sholinganallur constituency, at Serial no 65 in Part no 432",Advocate,Nil,,,,0,Graduate Professional,26,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1680
1339,S. Aravind Ramesh,SHOLINGANALLUR,PALLAVARAM,DMK,Sambandam,58,"027 Sholinganallur constituency, at Serial no 654 in Part no 425",Business,Business,,,,0,8th Pass,58,0,"Rs 61,48,26,056 ~ 61 Crore+","Rs 6,76,75,611 ~ 6 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1339
1668,S. Karthik,SHOLINGANALLUR,PALLAVARAM,IND,Saravanan,30,"Sholinganallur constituency, at Serial no 574 in Part no 696",Labour,NIL,,,,0,12th Pass,30,0,"Rs 48,000 ~ 48 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1668
1669,S.Govindhan,SHOLINGANALLUR,PALLAVARAM,IND,Sundaram,45,"27 Sholinganallur constituency, at Serial no 136 in Part no 633",Labour,House Wife,,,,0,Graduate,45,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1669
1661,S.Pushna Kumar,SHOLINGANALLUR,PALLAVARAM,BSP,T.Selvanathan,41,"Sholinganallur constituency, at Serial no 689 in Part no 404",Self Employement,House Wife,,,,0,8th Pass,41,0,"Rs 8,26,571 ~ 8 Lacs+","Rs 2,95,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1661
1667,V. Kandhan,SHOLINGANALLUR,PALLAVARAM,IND,M Vajravel,46,"27 Sholinganallur constituency, at Serial no 699 in Part no 334",GYM Assistant,GYM Trainer,,,,0,10th Pass,46,0,"Rs 96,17,905 ~ 96 Lacs+","Rs 1,50,000 ~ 1 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1667
854,C.Rajendran,TAMBARAM,SHOLINGANALLUR,AIADMK,G Chandran,65,"31 Tambaram constituency, at Serial no 329 in Part no 188","Agriculture, Rent, Pension for former Member of parliament",KL Sports Owner and renter,,,,1,Graduate Professional,65,1,"Rs 21,13,31,198 ~ 21 Crore+","Rs 34,86,165 ~ 34 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=854
503,D.Sarathkumar,TAMBARAM,SHOLINGANALLUR,Tamilaga Vettri Kazhagam,Dhanasekaran,34,"31 - Tambaram, constituency, at Serial no 466 in Part no 339",Civil Contractor,House Wife,,,,1,Graduate,34,1,"Rs 4,09,47,532 ~ 4 Crore+","Rs 10,00,000 ~ 10 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=503
502,M. Jacob,TAMBARAM,SHOLINGANALLUR,IND,Masilamani,48,"31 Tambaram constituency, at Serial no 417 in Part no 46",Electrical Shop,Working In A Private Company,,,,0,12th Pass,48,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=502
505,M.Raja,TAMBARAM,SHOLINGANALLUR,BSP,Mr. M. Murugan,27,"30 Chengalpattu constituency, at Serial no 285 in Part no 517",Film industry (unmarried),Print Profile,,,,0,10th Pass,27,0,"Rs 10,90,000 ~ 10 Lacs+","Rs 10,00,000 ~ 10 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=505
853,P.Pon Raja,TAMBARAM,SHOLINGANALLUR,Tamizhaga Vaazhvurimai Katchi,G.Pichaimani,43,"31 - Tambaram constituency, at Serial no 439 in Part no 421",Driver,House Wife,,,,0,8th Pass,43,0,"Rs 28,28,000 ~ 28 Lacs+","Rs 10,10,000 ~ 10 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=853
3898,R.Ravikumar,TAMBARAM,SHOLINGANALLUR,IND,A.Radhakrishnan,61,"31 Tambaram constituency, at Serial no 382 in Part no 231",Wage,NA,,,,0,8th Pass,61,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3898
852,R.S.Kiruthika Devi,TAMBARAM,SHOLINGANALLUR,DMK,S.T.Sivakumaran,55,"31.Tambaram constituency, at Serial no 24 in Part no 74",Doctor (Obstetrician and Gynaecologist),Doctor,,,,0,Graduate Professional,55,0,"Rs 24,22,70,825 ~ 24 Crore+","Rs 43,65,804 ~ 43 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=852
3897,S.Balasubramanian,TAMBARAM,SHOLINGANALLUR,IND,K.Santhanam,45,"31 Tambaram constituency, at Serial no 791 in Part no 120",Self Employment,House Wife,,,,0,10th Pass,45,0,"Rs 14,80,000 ~ 14 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3897
3893,S.Parthiban,TAMBARAM,SHOLINGANALLUR,Democratic National Allegiance,Shekar,35,"31 Tambaram constituency, at Serial no 547 in Part no 113",Wood Work,House Wife,,,,0,8th Pass,35,0,"Rs 7,72,500 ~ 7 Lacs+","Rs 8,91,653 ~ 8 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3893
160,S.Tamilchelvi,TAMBARAM,SHOLINGANALLUR,Naam Tamilar Katchi,B.RAJA,61,"31 Tambaram constituency, at Serial no 170 in Part no 199",Associate Professor-Retired,Professor-Retired,,,,0,Doctorate,61,0,"Rs 2,85,08,564 ~ 2 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=160
3895,Sarathkumar. R,TAMBARAM,SHOLINGANALLUR,IND,P.Ramu,31,"31 Tambaram constituency, at Serial no 301 in Part no 305",Private Job,Not Married,,,,0,Graduate,31,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3895
504,Sivaraman.S,TAMBARAM,SHOLINGANALLUR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Srinivasan,62,"TAMBARAM constituency, at Serial no 104 in Part no 408",Social Service,Not Applicable,,,,0,Graduate,62,0,"Rs 95,46,074 ~ 95 Lacs+","Rs 3,50,000 ~ 3 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=504
3896,T.Dhivakaran,TAMBARAM,SHOLINGANALLUR,IND,Thulukanam,49,"31 Tambaram constituency, at Serial no 491 in Part no 142",Daily Wage Earner,Nil,,,,0,10th Pass,49,0,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3896
3892,Thambiraj.E,TAMBARAM,SHOLINGANALLUR,Naam Indiar Party,Elumalai,39,"31 Tambaram constituency, at Serial no 684 in Part no 133",Lawyer,House Wife,,,,0,Post Graduate,39,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3892
523,A.Selvaraj,THIRUPORUR,TAMBARAM,Mannin Maithargal Kazhagam,C.Arumugam,46,"Tiruporur constituency, at Serial no 704 in Part no 218",Self-employment (Real estate),House Wife,,,,0,Graduate,46,0,"Rs 66,55,266 ~ 66 Lacs+","Rs 8,90,000 ~ 8 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=523
167,Ambeth Rajan,THIRUPORUR,TAMBARAM,Naam Tamilar Katchi,RAJANGAM,70,"162 Poompuhar constituency, at Serial no 658 in Part no 280",Pensioner,Pensioner -Retired,,,,0,Graduate,70,0,"Rs 4,10,60,820 ~ 4 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=167
522,B.Vijayaraj,THIRUPORUR,TAMBARAM,Tamilaga Vettri Kazhagam,M.P. Balakrishnan,32,"32 Chengalpattu constituency, at Serial no 588 in Part no 24",Lawyer,Doctor (Homeopathy),,,,0,Graduate Professional,32,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=522
2891,D. Panneerselvam,THIRUPORUR,TAMBARAM,IND,Dhanabal,48,"33 Thiruporur constituency, at Serial no 773 in Part no 158",Agriculture,House Wife,,,,0,8th Pass,48,0,"Rs 33,41,500 ~ 33 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2891
2887,Dr.D.Vinoth Kumar,THIRUPORUR,TAMBARAM,BSP,Devadoss,36,"33 Thiruporur constituency, at Serial no 391 in Part no 154",Working in a Private Company,House Wife,,,,0,12th Pass,36,0,"Rs 31,84,650 ~ 31 Lacs+","Rs 8,83,999 ~ 8 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2887
1261,K. Balu,THIRUPORUR,TAMBARAM,Pattali Makkal Katchi,Late Kaliyaperumal,55,"Anna Nagar constituency, at Serial no 93 in Part no 89",Practicing Advocate In Madras High Court Chennai-600104,Business,,,,2,Graduate Professional,55,2,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1261
1262,R. Panneerdoss,THIRUPORUR,TAMBARAM,Viduthalai Chiruthaigal Katchi,Raman,57,"27 Solinganallur constituency, at Serial no 798 in Part no 136",Business Real Estate,House Wife,,,,0,12th Pass,57,0,"Rs 19,33,53,666 ~ 19 Crore+","Rs 2,25,92,545 ~ 2 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1262
2890,S. Gnanasekaran,THIRUPORUR,TAMBARAM,IND,Sugrbramman,33,"033 Thiruporur constituency, at Serial no 302 in Part no 211",Self Employed,Medical Laboratory Technician,,,,0,Graduate Professional,33,0,"Rs 18,50,000 ~ 18 Lacs+","Rs 1,00,000 ~ 1 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2890
2889,V M Chandiran,THIRUPORUR,TAMBARAM,IND,Markabandhu,34,"29 Sreeperumbudur constituency, at Serial no 586 in Part no 147",Self Employed,Nil,,,,0,Graduate,34,0,"Rs 1,18,900 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2889
2888,V. Desappan,THIRUPORUR,TAMBARAM,Samata Party,Viswanathan,43,"Thiruporur constituency, at Serial no 89 in Part no 342",Nil,Nil,,,,0,8th Pass,43,0,"Rs 20,17,000 ~ 20 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2888
418,B.Anand,ANNA NAGAR,CHENNAI,Thakkam Katchi,K. BALAN,42,"14 Villivakkam constituency, at Serial no 140 in Part no 232",Employed,House Wife,,,,0,10th Pass,42,0,"Rs 20,97,304 ~ 20 Lacs+","Rs 83,940 ~ 83 Thou+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=418
3378,E.V.S.Rajakumar Naidu,ANNA NAGAR,CHENNAI,Tamil Telugu National Party,E V Subbarayalu Naidu,52,"076 Thirukkoylur constituency, at Serial no 158 in Part no 306","Advocate , Madras High Court, Chairman of Private Ltd",NIL,,,,0,Post Graduate,52,0,"Rs 4,46,01,494 ~ 4 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3378
3382,G Omprakash,ANNA NAGAR,CHENNAI,IND,A Ganesan,51,"Anna Nagar constituency, at Serial no 527 in Part no 145",Advocate,Teacher,,,,0,Graduate Professional,51,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3382
3385,G.Siva Kumar,ANNA NAGAR,CHENNAI,IND,P Ganesan,46,"Anna Nagar constituency, at Serial no 180 in Part no 139",Advocate,Housewife,,,,0,Post Graduate,46,0,"Rs 12,55,500 ~ 12 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3385
415,J Nagaraj,ANNA NAGAR,CHENNAI,IND,Jagadeesan,48,"21- Anna Nagar constituency, at Serial no 399 in Part no 199",Santosh Electronic Products Store.,House Wife,,,,0,Others,48,0,"Rs 42,91,264 ~ 42 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=415
413,Janarthanan P,ANNA NAGAR,CHENNAI,IND,Purushothaman M,33,"07- Maduraivoyal constituency, at Serial no 358 in Part no 160",Private Work,House wife,,,,0,Graduate Professional,33,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=413
3383,L Kasinathan,ANNA NAGAR,CHENNAI,IND,Lakshmana,69,"Anna Nagar constituency, at Serial no 22 in Part no 16",Engineer,Housewife & Saree Businness,,,,0,Graduate Professional,69,0,"Rs 2,01,40,000 ~ 2 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3383
417,L Narendran,ANNA NAGAR,CHENNAI,IND,G.Loganathan,58,"Anna Naga constituency, at Serial no 220 in Part no 63",Daily Wages.,House Wife,,,,0,10th Pass,58,0,"Rs 4,00,000 ~ 4 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=417
3387,M Manoharan,ANNA NAGAR,CHENNAI,IND,Murugaiah,52,"Aayiravilaku constituency, at Serial no 81 in Part no 137",Private Company,NIL,,,,0,5th Pass,52,0,"Rs 2,05,044 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3387
3386,M Selvamuthukumar,ANNA NAGAR,CHENNAI,IND,AR.Maruthappan,54,"Tiruppattur constituency, at Serial no 839 in Part no 226",DTP Operator,Home Maker,,,,0,Graduate,54,0,"Rs 17,305 ~ 17 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3386
3388,Mohammed Bilal Fathick,ANNA NAGAR,CHENNAI,IND,Mohammed Asmathullah,34,"Chepauk-Triplicane constituency, at Serial no 538 in Part no 66",Advocate,NA,,,,0,Graduate Professional,34,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3388
1408,N.Chitrarasu,ANNA NAGAR,CHENNAI,DMK,Nethaji,47,"Thousand Lights, Tamil Nadu constituency, at Serial no 394 in Part no 234",Social Workers/ Business,Business,,,,0,Post Graduate,47,0,"Rs 23,54,70,878 ~ 23 Crore+","Rs 15,13,67,871 ~ 15 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1408
3379,N.P.Rajha,ANNA NAGAR,CHENNAI,Naam Indiar Party,N. Periyasamy,53,"214, Thoothukudi constituency, at Serial no 264 in Part no 76","Business, Agriculture and Rental Income",House Wife,,,,0,Post Graduate,53,0,"Rs 17,34,60,613 ~ 17 Crore+","Rs 3,19,62,861 ~ 3 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3379
414,Rajendiran Naidu,ANNA NAGAR,CHENNAI,IND,Saminandagopal,68,"Gudi Yattam 46 constituency, at Serial no 982 in Part no 203",Engineer,House Wife,,,,0,Post Graduate,68,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=414
3389,Ramamoorthy E,ANNA NAGAR,CHENNAI,IND,K Elumalai,44,"Virugampakkam constituency, at Serial no 57 in Part no 254",Social Worker/Business,Business,,,,0,Graduate Professional,44,0,"Rs 9,23,000 ~ 9 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3389
3381,S Ansar Ali,ANNA NAGAR,CHENNAI,IND,Shahul Hameed,54,"Thousand Lights constituency, at Serial no 39 in Part no 35",Cooking Helper,House wife,,,,0,Illiterate,54,0,"Rs 16,500 ~ 16 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3381
3390,S Vinesh Kumar,ANNA NAGAR,CHENNAI,IND,G Sekar,38,"Maduravoyal constituency, at Serial no 817 in Part no 319",Business,NA,,,,0,Graduate,38,0,"Rs 90,000 ~ 90 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3390
3377,S.Dhayalan,ANNA NAGAR,CHENNAI,Thamizhaga Munnetra Congress,Settu,50,"Madhavaram constituency, at Serial no 172 in Part no 205",Driver,Housewife,,,,0,8th Pass,50,0,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3377
1143,S.Gokula Indira,ANNA NAGAR,CHENNAI,AIADMK,AR Chandrasekar,59,"Annanagar constituency, at Serial no 428 in Part no 14","Advocate, Politics, Brick Manufacturing Business, Restaurant, Car washing",NA,,,,3,Post Graduate,59,3,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1143
855,S.Shankar,ANNA NAGAR,CHENNAI,Naam Tamilar Katchi,R Sivagnanam,53,"16 Egmore constituency, at Serial no 51 in Part no 96",Advocate and Social Activist,House Wife,,,,0,Graduate Professional,53,0,"Rs 74,58,275 ~ 74 Lacs+","Rs 14,71,000 ~ 14 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=855
3380,T S Habeeb Mohammad,ANNA NAGAR,CHENNAI,IND,Shahul Hameed,36,"Thiyagarayan Nagar constituency, at Serial no 414 in Part no 250",Mobile Technician,Housewife,,,,0,8th Pass,36,0,"Rs 15,086 ~ 15 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=3380
